Province,Centre,Census Subdivision,Singles,Semis,Row,Apartment and Other,Total
Nfld.Lab.,St. John's,Conception Bay South (T),118,18,0,0,136
Nfld.Lab.,St. John's,Portugal Cove-St. Philip's (T),44,0,0,0,44
Nfld.Lab.,St. John's,Pouch Cove (T),15,0,0,0,15
Nfld.Lab.,St. John's,Flatrock (T),15,0,5,0,20
Nfld.Lab.,St. John's,Torbay (T),16,0,0,0,16
Nfld.Lab.,St. John's,Logy Bay-Middle Cove-Outer Cove (T),26,0,0,0,26
Nfld.Lab.,St. John's,Bauline (T),3,0,0,0,3
Nfld.Lab.,St. John's,Paradise (T),108,20,3,1,132
Nfld.Lab.,St. John's,St. John's (CY),196,12,14,92,314
Nfld.Lab.,St. John's,Mount Pearl (CY),16,0,0,0,16
Nfld.Lab.,St. John's,Petty Harbour-Maddox Cove (T),1,0,0,0,1
Nfld.Lab.,St. John's,Bay Bulls (T),5,0,0,0,5
Nfld.Lab.,St. John's,Witless Bay (T),5,0,0,0,5
Nfld.Lab.,St. John's,Total,568,50,22,93,733
Nfld.Lab.,Bay Roberts,Upper Island Cove (T),5,0,0,0,5
Nfld.Lab.,Bay Roberts,Bishop's Cove (T),0,0,0,0,0
Nfld.Lab.,Bay Roberts,Spaniard's Bay (T),6,0,0,3,9
Nfld.Lab.,Bay Roberts,Bay Roberts (T),13,0,0,0,13
Nfld.Lab.,Bay Roberts,North River (T),0,0,0,0,0
Nfld.Lab.,Bay Roberts,Total,24,0,0,3,27
Nfld.Lab.,Corner Brook,"Division No.  5, Subd. F (SNO)",0,0,0,0,0
Nfld.Lab.,Corner Brook,Steady Brook (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Pasadena (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Gillams (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Massey Drive (T),1,0,0,0,1
Nfld.Lab.,Corner Brook,Corner Brook (CY),1,0,0,2,3
Nfld.Lab.,Corner Brook,Humber Arm South (T),1,0,0,0,1
Nfld.Lab.,Corner Brook,McIvers (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Meadows (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Hughes Brook (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Irishtown-Summerside (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Mount Moriah (T),0,0,0,0,0
Nfld.Lab.,Corner Brook,Total,3,0,0,2,5
Nfld.Lab.,Gander,"Division No.  6, Subd. E (SNO)",0,0,0,0,0
Nfld.Lab.,Gander,Gander (T),25,0,0,8,33
Nfld.Lab.,Gander,Appleton (T),2,0,0,0,2
Nfld.Lab.,Gander,Glenwood (T),2,0,0,0,2
Nfld.Lab.,Gander,Total,29,0,0,8,37
Nfld.Lab.,Grand Falls-Windsor,Grand Falls-Windsor (T),13,0,0,6,19
Nfld.Lab.,Grand Falls-Windsor,Total,13,0,0,6,19
Nfld.Lab.,Total,Total,637,50,22,112,821
P.E.I.,Charlottetown,Crossroads (FD),17,2,0,0,19
P.E.I.,Charlottetown,Hazelbrook (RM),1,0,0,0,1
P.E.I.,Charlottetown,Alexandra (RM),1,0,0,0,1
P.E.I.,Charlottetown,Johnstons River (FD),0,0,0,0,0
P.E.I.,Charlottetown,North Wiltshire (RM),2,0,0,0,2
P.E.I.,Charlottetown,Hampshire (RM),1,0,0,0,1
P.E.I.,Charlottetown,Kingston (RM),1,0,0,0,1
P.E.I.,Charlottetown,New Haven-Riverdale (RM),0,0,0,0,0
P.E.I.,Charlottetown,Bonshaw (RM),1,0,0,0,1
P.E.I.,Charlottetown,West River (RM),3,0,0,0,3
P.E.I.,Charlottetown,Afton (RM),25,0,0,0,25
P.E.I.,Charlottetown,Meadowbank (RM),1,0,0,0,1
P.E.I.,Charlottetown,Darlington (RM),2,0,0,0,2
P.E.I.,Charlottetown,Clyde River (RM),6,0,0,0,6
P.E.I.,Charlottetown,Miltonvale Park (RM),1,0,0,0,1
P.E.I.,Charlottetown,Union Road (RM),0,0,0,0,0
P.E.I.,Charlottetown,Brackley (RM),0,0,0,0,0
P.E.I.,Charlottetown,Mount Stewart (RM),1,0,0,0,1
P.E.I.,Charlottetown,York (RM),1,0,0,0,1
P.E.I.,Charlottetown,"East River,  Part 1 (FD)",15,0,0,0,15
P.E.I.,Charlottetown,North Shore (RM),14,0,0,0,14
P.E.I.,Charlottetown,Winsloe North (FD),0,0,0,0,0
P.E.I.,Charlottetown,Warren Grove (RM),4,0,0,0,4
P.E.I.,Charlottetown,North River (FD),1,0,0,0,1
P.E.I.,Charlottetown,North Shore (FD),3,0,0,0,3
P.E.I.,Charlottetown,Charlottetown (CY),75,100,59,200,434
P.E.I.,Charlottetown,Stratford (T),45,20,51,0,116
P.E.I.,Charlottetown,Cornwall (T),17,6,8,0,31
P.E.I.,Charlottetown,Total,238,128,118,200,684
P.E.I.,Summerside,St. Nicolas (RM),1,0,0,0,1
P.E.I.,Summerside,Linkletter (COM),1,0,0,0,1
P.E.I.,Summerside,Miscouche (COM),6,0,0,0,6
P.E.I.,Summerside,Summerside (CY),35,64,72,103,274
P.E.I.,Summerside,Miscouche (FD),2,0,0,0,2
P.E.I.,Summerside,Total,45,64,72,103,284
P.E.I.,Total,Total,283,192,190,303,968
N.S.,Halifax,Halifax (RGM),775,68,181,2363,3387
N.S.,Halifax,Total,775,68,181,2363,3387
N.S.,Cape Breton,Cape Breton (RGM),118,22,3,30,173
N.S.,Cape Breton,Total,118,22,3,30,173
N.S.,Chester MD,Chester (MD),55,0,0,0,55
N.S.,Chester MD,Total,55,0,0,0,55
N.S.,East Hants MD,East Hants (MD),214,44,73,70,401
N.S.,East Hants MD,Total,214,44,73,70,401
N.S.,"Kings, Subd. A SC","Kings, Subd. A (SC)",54,12,4,43,113
N.S.,"Kings, Subd. A SC",Total,54,12,4,43,113
N.S.,Lunenburg MD,Lunenburg (MD),136,0,0,2,138
N.S.,Lunenburg MD,Total,136,0,0,2,138
N.S.,Queens RGM,Queens (RGM),31,0,0,4,35
N.S.,Queens RGM,Total,31,0,0,4,35
N.S.,West Hants RM,West Hants (RM),108,8,2,4,122
N.S.,West Hants RM,Total,108,8,2,4,122
N.S.,Kentville,"Kings, Subd. C (SC)",24,6,0,2,32
N.S.,Kentville,Kentville (T),7,4,12,0,23
N.S.,Kentville,"Kings, Subd. B (SC)",34,10,0,10,54
N.S.,Kentville,Total,65,20,12,12,109
N.S.,New Glasgow,"Pictou, Subd. B (SC)",18,0,0,2,20
N.S.,New Glasgow,Westville (T),3,0,0,0,3
N.S.,New Glasgow,Stellarton (T),3,4,4,7,18
N.S.,New Glasgow,"Pictou, Subd. C (SC)",35,0,0,82,117
N.S.,New Glasgow,New Glasgow (T),14,0,4,5,23
N.S.,New Glasgow,Trenton (T),1,0,0,4,5
N.S.,New Glasgow,Total,74,4,8,100,186
N.S.,Truro,"Colchester, Subd. C (SC)",13,4,6,0,23
N.S.,Truro,Truro (T),8,2,0,80,90
N.S.,Truro,"Colchester, Subd. B (SC)",42,0,3,0,45
N.S.,Truro,Total,63,6,9,80,158
N.S.,Total,Total,1693,184,292,2708,4877
N.B.,Moncton,Hopewell (P),0,0,0,0,0
N.B.,Moncton,Elgin (P),3,0,0,0,3
N.B.,Moncton,Hillsborough (VL),5,0,0,0,5
N.B.,Moncton,Coverdale (P),25,2,0,0,27
N.B.,Moncton,Riverview (TV),38,22,10,85,155
N.B.,Moncton,Hillsborough (P),2,0,0,0,2
N.B.,Moncton,Dorchester (VL),0,0,0,0,0
N.B.,Moncton,Dorchester (P),0,0,0,0,0
N.B.,Moncton,Memramcook (VL),34,0,4,0,38
N.B.,Moncton,Moncton (P),71,4,0,0,75
N.B.,Moncton,Moncton (C),101,66,88,902,1157
N.B.,Moncton,Salisbury (VL),7,0,0,0,7
N.B.,Moncton,Dieppe (C),27,42,169,321,559
